asset,market_id,market_slug,token_id,lag_hours,signal_time_ns,entry_time_ns,exit_time_ns,side,notional_usd,probability_change,gross_return,net_return,pnl_usd
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776423600000000000,1776427200000000000,1776430800000000000,1,10.0,-0.01999999999999999,0.014522179028649607,0.010522179028649607,0.10522179028649606
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776430800000000000,1776434400000000000,1776438000000000000,-1,10.0,0.010000000000000009,0.0013063836130321471,-0.002693616386967853,-0.02693616386967853
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776438000000000000,1776441600000000000,1776445200000000000,-1,10.0,0.01999999999999999,0.004322660709088488,0.00032266070908848823,0.0032266070908848823
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776456000000000000,1776459600000000000,1776463200000000000,1,10.0,-0.010000000000000009,-0.0018655644410607852,-0.005865564441060785,-0.05865564441060785
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776474000000000000,1776477600000000000,1776481200000000000,-1,10.0,0.010000000000000009,0.0037138134453372773,-0.0002861865546627228,-0.0028618655466272278
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776538800000000000,1776542400000000000,1776546000000000000,1,10.0,-0.010000000000000009,0.0008786244247558361,-0.003121375575244164,-0.03121375575244164
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776542400000000000,1776546000000000000,1776549600000000000,1,10.0,-0.009999999999999981,-0.00010300530167361988,-0.00410300530167362,-0.0410300530167362
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776549600000000000,1776553200000000000,1776556800000000000,1,10.0,-0.020000000000000018,1.6514347136231677e-05,-0.003983485652863768,-0.039834856528637684
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776556800000000000,1776560400000000000,1776564000000000000,-1,10.0,0.020000000000000018,0.0016655217169089243,-0.002334478283091076,-0.02334478283091076
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1776560400000000000,1776564000000000000,1776567600000000000,1,10.0,-0.010000000000000009,0.00026186817844653376,-0.0037381318215534663,-0.03738131821553466
